cells_r0,cells_r10,cells_r100,cells_r14,cells_r2,cells_r25,cells_r5,cells_r50,claim_object_cells,family,group,map_id,name,nearest_hex,nominal_footprint_object_cells,object_id,player,representation,role,start_x,start_y
0,0,3,0,0,0,0,0,0,small_stone,2p,sav_008,Small Stone 4,57,0,24,1,runtime,world_decor,120,274
0,0,3,0,0,0,0,0,0,small_stone,2p,sav_008,Small Stone 4,84,0,24,2,runtime,world_decor,538,549
0,0,0,0,0,0,0,0,0,small_stone,2p,sav_008,Small Stone 5,120,0,25,1,runtime,world_decor,120,274
0,0,2,0,0,0,0,0,0,small_stone,2p,sav_008,Small Stone 5,61,0,25,2,runtime,world_decor,538,549
0,0,1,0,0,0,0,0,0,small_stone,2p,sav_008,Small Stone 6,60,0,26,1,runtime,world_decor,120,274
0,0,5,0,0,0,0,1,1,small_stone,2p,sav_008,Small Stone 6,32,0,26,2,runtime,world_decor,538,549
0,0,5,0,0,1,0,2,1,small_stone,2p,sav_008,Small Stone 7,24,0,27,1,runtime,world_decor,120,274
0,0,4,0,0,1,0,1,1,small_stone,2p,sav_008,Small Stone 7,20,0,27,2,runtime,world_decor,538,549
0,0,3,0,0,0,0,1,0,small_stone,2p,sav_008,Small Stone 8,36,0,28,1,runtime,world_decor,120,274
0,0,3,0,0,0,0,0,0,small_stone,2p,sav_008,Small Stone 8,59,0,28,2,runtime,world_decor,538,549
0,0,0,0,0,0,0,0,0,wreck,2p,sav_008,Wreck 1,348,0,29,1,runtime,world_decor,120,274
0,0,0,0,0,0,0,0,0,wreck,2p,sav_008,Wreck 1,225,0,29,2,runtime,world_decor,538,549
0,0,0,0,0,0,0,0,0,wreck,2p,sav_008,Wreck 4,257,0,32,1,runtime,world_decor,120,274
0,0,0,0,0,0,0,0,0,wreck,2p,sav_008,Wreck 4,184,0,32,2,runtime,world_decor,538,549
0,0,3,0,0,0,0,2,1,grave,2p,sav_008,Grave,28,0,34,1,runtime,world_decor,120,274
0,0,2,0,0,0,0,0,0,grave,2p,sav_008,Grave,72,0,34,2,runtime,world_decor,538,549
0,0,1,0,0,0,0,0,0,small_plant,2p,sav_008,Small Plant 1,72,0,35,1,runtime,world_decor,120,274
0,0,2,0,0,0,0,0,0,small_plant,2p,sav_008,Small Plant 1,63,0,35,2,runtime,world_decor,538,549
0,0,1,0,0,0,0,0,0,small_plant,2p,sav_008,Small Plant 2,73,0,36,1,runtime,world_decor,120,274
0,0,4,0,0,3,0,3,3,small_plant,2p,sav_008,Small Plant 2,17,0,36,2,runtime,world_decor,538,549
0,0,6,0,0,0,0,2,1,small_plant,2p,sav_008,Small Plant 3,26,0,37,1,runtime,world_decor,120,274
0,0,1,0,0,0,0,0,0,small_plant,2p,sav_008,Small Plant 3,79,0,37,2,runtime,world_decor,538,549
0,0,3,0,0,1,0,1,1,toadstool,2p,sav_008,Toadstool 1,21,0,38,1,runtime,world_decor,120,274
0,0,3,0,0,0,0,0,0,toadstool,2p,sav_008,Toadstool 1,69,0,38,2,runtime,world_decor,538,549
0,0,2,0,0,0,0,1,0,toadstool,2p,sav_008,Toadstool 2,47,0,39,1,runtime,world_decor,120,274
0,0,3,0,0,0,0,2,0,toadstool,2p,sav_008,Toadstool 2,38,0,39,2,runtime,world_decor,538,549
0,0,1,0,0,0,0,0,0,toadstool,2p,sav_008,Toadstool 3,94,0,40,1,runtime,world_decor,120,274
0,0,4,0,0,0,0,1,0,toadstool,2p,sav_008,Toadstool 3,48,0,40,2,runtime,world_decor,538,549
0,0,2,0,0,0,0,0,0,stump,2p,sav_008,Tree Stump 1,64,0,41,1,runtime,world_decor,120,274
0,0,4,0,0,0,0,2,2,stump,2p,sav_008,Tree Stump 1,29,0,41,2,runtime,world_decor,538,549
0,0,3,0,0,1,0,1,1,stump,2p,sav_008,Tree Stump 2,23,0,42,1,runtime,world_decor,120,274
0,0,1,1,0,1,0,1,1,stump,2p,sav_008,Tree Stump 2,14,0,42,2,runtime,world_decor,538,549
0,0,0,0,0,0,0,0,0,dead_tree,2p,sav_008,Dead Tree 1,303,0,43,1,runtime,world_decor,120,274
0,0,0,0,0,0,0,0,0,dead_tree,2p,sav_008,Dead Tree 1,300,0,43,2,runtime,world_decor,538,549
0,0,0,0,0,0,0,0,0,dead_tree,2p,sav_008,Dead Tree 2,106,0,44,1,runtime,world_decor,120,274
0,0,0,0,0,0,0,0,0,dead_tree,2p,sav_008,Dead Tree 2,296,0,44,2,runtime,world_decor,538,549
0,0,1,0,0,0,0,0,0,cactus,2p,sav_008,Cactus 1,89,0,45,1,runtime,world_decor,120,274
0,0,2,0,0,0,0,0,0,cactus,2p,sav_008,Cactus 1,85,0,45,2,runtime,world_decor,538,549
0,0,0,0,0,0,0,0,0,cactus,2p,sav_008,Cactus 2,306,0,46,1,runtime,world_decor,120,274
0,0,2,0,0,0,0,0,0,cactus,2p,sav_008,Cactus 2,62,0,46,2,runtime,world_decor,538,549
0,0,0,0,0,0,0,0,0,cactus,2p,sav_008,Cactus 3,185,0,47,1,runtime,world_decor,120,274
0,0,1,0,0,0,0,0,0,cactus,2p,sav_008,Cactus 3,86,0,47,2,runtime,world_decor,538,549
0,0,0,0,0,0,0,0,0,cactus,2p,sav_008,Cactus 4,386,0,48,1,runtime,world_decor,120,274
0,0,1,0,0,0,0,0,0,cactus,2p,sav_008,Cactus 4,89,0,48,2,runtime,world_decor,538,549
0,0,0,0,0,0,0,0,0,skeleton,2p,sav_008,Skeleton,381,0,49,1,runtime,world_decor,120,274
0,0,0,0,0,0,0,0,0,skeleton,2p,sav_008,Skeleton,114,0,49,2,runtime,world_decor,538,549
0,0,2,1,0,1,0,1,1,small_flower,2p,sav_008,Small Flower 1,11,0,50,1,runtime,world_decor,120,274
0,0,2,0,0,0,0,0,0,small_flower,2p,sav_008,Small Flower 1,72,0,50,2,runtime,world_decor,538,549
0,0,1,0,0,0,0,0,0,small_flower,2p,sav_008,Small Flower 2,71,0,51,1,runtime,world_decor,120,274
0,0,4,0,0,0,0,1,0,small_flower,2p,sav_008,Small Flower 2,37,0,51,2,runtime,world_decor,538,549
0,0,2,0,0,0,0,1,0,small_flower,2p,sav_008,Small Flower 3,39,0,52,1,runtime,world_decor,120,274
0,0,0,0,0,0,0,0,0,small_flower,2p,sav_008,Small Flower 3,105,0,52,2,runtime,world_decor,538,549
0,0,6,0,0,0,0,2,0,small_bush,2p,sav_008,Small Bush 1,42,0,53,1,runtime,world_decor,120,274
0,0,2,0,0,1,0,1,1,small_bush,2p,sav_008,Small Bush 1,25,0,53,2,runtime,world_decor,538,549
0,1,3,1,0,1,0,3,1,small_bush,2p,sav_008,Small Bush 2,10,0,54,1,runtime,world_decor,120,274
0,0,6,0,0,0,0,1,0,small_bush,2p,sav_008,Small Bush 2,45,0,54,2,runtime,world_decor,538,549
0,0,1,0,0,0,0,1,0,small_bush,2p,sav_008,Small Bush 3,36,0,55,1,runtime,world_decor,120,274
0,0,0,0,0,0,0,0,0,small_bush,2p,sav_008,Small Bush 3,101,0,55,2,runtime,world_decor,538,549
0,0,3,0,0,0,0,2,0,small_bush,2p,sav_008,Small Bush 4,34,0,56,1,runtime,world_decor,120,274
0,0,3,0,0,0,0,0,0,small_bush,2p,sav_008,Small Bush 4,55,0,56,2,runtime,world_decor,538,549
0,0,1,0,0,0,0,0,0,bush,2p,sav_008,Bush 1,92,0,57,1,runtime,world_decor,120,274
0,0,2,0,0,0,0,0,0,bush,2p,sav_008,Bush 1,89,0,57,2,runtime,world_decor,538,549
0,0,0,0,0,0,0,0,0,bush,2p,sav_008,Bush 2,151,0,58,1,runtime,world_decor,120,274
0,0,3,0,0,0,0,0,0,bush,2p,sav_008,Bush 2,52,0,58,2,runtime,world_decor,538,549
0,0,1,0,0,0,0,0,0,bush,2p,sav_008,Bush 3,68,0,59,1,runtime,world_decor,120,274
0,0,0,0,0,0,0,0,0,bush,2p,sav_008,Bush 3,153,0,59,2,runtime,world_decor,538,549
0,0,1,0,0,0,0,1,0,bush,2p,sav_008,Bush 4,44,0,60,1,runtime,world_decor,120,274
0,0,2,0,0,0,0,0,0,bush,2p,sav_008,Bush 4,81,0,60,2,runtime,world_decor,538,549
0,0,3,0,0,0,0,0,0,bush,2p,sav_008,Bush 5,65,0,61,1,runtime,world_decor,120,274
0,0,2,0,0,0,0,0,0,bush,2p,sav_008,Bush 5,57,0,61,2,runtime,world_decor,538,549
0,0,0,0,0,0,0,0,0,reed,2p,sav_008,Reed 2,399,0,63,1,runtime,world_decor,120,274
0,0,1,0,0,1,0,1,1,reed,2p,sav_008,Reed 2,24,0,63,2,runtime,world_decor,538,549
0,0,4,0,0,1,0,1,1,adult_tree,2p,sav_008,Birch 1,17,0,68,1,runtime,world_decor,120,274
0,0,16,0,0,0,0,1,0,adult_tree,2p,sav_008,Birch 1,45,0,68,2,runtime,world_decor,538,549
0,0,8,1,0,3,0,3,3,adult_tree,2p,sav_008,Birch 2,13,0,69,1,runtime,world_decor,120,274
0,0,19,0,0,0,0,3,0,adult_tree,2p,sav_008,Birch 2,43,0,69,2,runtime,world_decor,538,549
0,0,7,0,0,0,0,0,0,adult_tree,2p,sav_008,Elm 1,64,0,70,1,runtime,world_decor,120,274
0,0,15,0,0,0,0,1,1,adult_tree,2p,sav_008,Elm 1,33,0,70,2,runtime,world_decor,538,549
0,0,12,0,0,0,0,0,0,adult_tree,2p,sav_008,Elm 2,60,0,71,1,runtime,world_decor,120,274
0,0,23,0,0,0,0,0,0,adult_tree,2p,sav_008,Elm 2,57,0,71,2,runtime,world_decor,538,549
0,0,9,0,0,0,0,1,0,adult_tree,2p,sav_008,Oak,42,0,72,1,runtime,world_decor,120,274
0,0,7,0,0,0,0,6,0,adult_tree,2p,sav_008,Oak,38,0,72,2,runtime,world_decor,538,549
0,0,20,0,0,0,0,3,0,adult_tree,2p,sav_008,Adult Tree 6,45,0,73,1,runtime,world_decor,120,274
0,0,9,0,0,0,0,3,0,adult_tree,2p,sav_008,Adult Tree 6,46,0,73,2,runtime,world_decor,538,549
0,0,10,0,0,0,0,3,1,adult_tree,2p,sav_008,Adult Tree 7,29,0,74,1,runtime,world_decor,120,274
0,0,28,0,0,3,0,7,3,adult_tree,2p,sav_008,Adult Tree 7,16,0,74,2,runtime,world_decor,538,549
0,0,16,0,0,0,0,3,0,adult_tree,2p,sav_008,Adult Tree 8,42,0,75,1,runtime,world_decor,120,274
0,0,26,0,0,1,0,2,1,adult_tree,2p,sav_008,Adult Tree 8,19,0,75,2,runtime,world_decor,538,549
0,0,16,0,0,0,0,0,0,adult_tree,2p,sav_008,Adult Tree 9,52,0,76,1,runtime,world_decor,120,274
0,0,3,0,0,0,0,1,1,adult_tree,2p,sav_008,Adult Tree 9,34,0,76,2,runtime,world_decor,538,549
0,0,9,0,0,0,0,1,0,adult_tree,2p,sav_008,Adult Tree 10,47,0,77,1,runtime,world_decor,120,274
0,0,4,0,0,1,0,2,2,adult_tree,2p,sav_008,Adult Tree 10,25,0,77,2,runtime,world_decor,538,549
0,0,0,0,0,0,0,0,0,palm,2p,sav_008,Palm 1,108,0,78,1,runtime,world_decor,120,274
0,0,1,0,0,0,0,0,0,palm,2p,sav_008,Palm 1,100,0,78,2,runtime,world_decor,538,549
0,0,1,0,0,0,0,0,0,palm,2p,sav_008,Palm 2,86,0,79,1,runtime,world_decor,120,274
0,0,1,0,0,0,0,0,0,palm,2p,sav_008,Palm 2,85,0,79,2,runtime,world_decor,538,549
0,1,20,2,0,7,0,9,7,adult_tree,2p,sav_008,Adult Tree 13,8,0,80,1,runtime,world_decor,120,274
0,1,20,1,0,1,0,7,2,adult_tree,2p,sav_008,Adult Tree 13,6,0,80,2,runtime,world_decor,538,549
0,2,20,3,0,5,1,8,7,adult_tree,2p,sav_008,Adult Tree 14,3,0,81,1,runtime,world_decor,120,274
0,0,27,0,0,2,0,11,2,adult_tree,2p,sav_008,Adult Tree 14,18,0,81,2,runtime,world_decor,538,549
0,0,0,0,0,0,0,0,0,reef,2p,sav_008,Reef 2,425,0,112,1,runtime,world_decor,120,274
0,0,2,1,0,1,0,2,2,reef,2p,sav_008,Reef 2,11,0,112,2,runtime,world_decor,538,549
0,0,0,0,0,0,0,0,0,reef,2p,sav_008,Reef 3,423,0,113,1,runtime,world_decor,120,274
0,3,12,5,0,8,0,12,12,reef,2p,sav_008,Reef 3,8,0,113,2,runtime,world_decor,538,549
0,0,8,1,0,2,0,3,3,building_stone,2p,sav_008,Building Stone 1,11,0,115,1,runtime,world_decor,120,274
0,0,6,0,0,0,0,4,0,building_stone,2p,sav_008,Building Stone 1,34,0,115,2,runtime,world_decor,538,549
0,1,6,1,0,2,0,4,2,building_stone,2p,sav_008,Building Stone 2,10,0,116,1,runtime,world_decor,120,274
0,0,13,0,0,2,0,5,2,building_stone,2p,sav_008,Building Stone 2,25,0,116,2,runtime,world_decor,538,549
0,0,9,0,0,1,0,1,1,building_stone,2p,sav_008,Building Stone 3,21,0,117,1,runtime,world_decor,120,274
0,0,7,0,0,1,0,6,5,building_stone,2p,sav_008,Building Stone 3,21,0,117,2,runtime,world_decor,538,549
0,0,9,1,0,2,0,6,5,building_stone,2p,sav_008,Building Stone 4,12,0,118,1,runtime,world_decor,120,274
0,0,8,0,0,0,0,2,1,building_stone,2p,sav_008,Building Stone 4,30,0,118,2,runtime,world_decor,538,549
0,0,12,1,0,1,0,3,1,building_stone,2p,sav_008,Building Stone 5,14,0,119,1,runtime,world_decor,120,274
0,0,11,0,0,0,0,7,2,building_stone,2p,sav_008,Building Stone 5,29,0,119,2,runtime,world_decor,538,549
0,0,6,0,0,1,0,1,1,building_stone,2p,sav_008,Building Stone 6,20,0,120,1,runtime,world_decor,120,274
0,0,10,0,0,0,0,2,0,building_stone,2p,sav_008,Building Stone 6,33,0,120,2,runtime,world_decor,538,549
0,1,11,1,0,1,0,3,2,building_stone,2p,sav_008,Building Stone 7,10,0,121,1,runtime,world_decor,120,274
0,0,17,0,0,0,0,5,1,building_stone,2p,sav_008,Building Stone 7,26,0,121,2,runtime,world_decor,538,549
0,0,12,0,0,1,0,2,1,building_stone,2p,sav_008,Building Stone 8,22,0,122,1,runtime,world_decor,120,274
0,0,9,0,0,0,0,2,0,building_stone,2p,sav_008,Building Stone 8,37,0,122,2,runtime,world_decor,538,549
0,0,9,1,0,4,0,7,5,building_stone,2p,sav_008,Building Stone 9,11,0,123,1,runtime,world_decor,120,274
0,0,6,0,0,0,0,3,2,building_stone,2p,sav_008,Building Stone 9,27,0,123,2,runtime,world_decor,538,549
0,1,8,1,0,1,0,4,4,building_stone,2p,sav_008,Building Stone 10,8,0,124,1,runtime,world_decor,120,274
0,0,13,0,0,0,0,2,1,building_stone,2p,sav_008,Building Stone 10,32,0,124,2,runtime,world_decor,538,549
0,0,7,1,0,1,0,2,1,building_stone,2p,sav_008,Building Stone 11,14,0,125,1,runtime,world_decor,120,274
0,0,6,0,0,0,0,3,0,building_stone,2p,sav_008,Building Stone 11,34,0,125,2,runtime,world_decor,538,549
0,1,7,1,0,1,0,3,2,building_stone,2p,sav_008,Building Stone 12,9,0,126,1,runtime,world_decor,120,274
0,0,9,0,0,0,0,2,0,building_stone,2p,sav_008,Building Stone 12,37,0,126,2,runtime,world_decor,538,549
0,0,1,0,0,0,0,0,0,building_stone,2p,sav_008,Building Stone 13,66,0,127,1,runtime,world_decor,120,274
0,0,2,0,0,0,0,1,0,building_stone,2p,sav_008,Building Stone 13,35,0,127,2,runtime,world_decor,538,549
0,1,1,1,1,1,1,1,1,territory_marker,2p,sav_008,Red flag,2,1,255,1,runtime,runtime_overlay,120,274
0,1,1,1,0,1,1,1,1,territory_marker,2p,sav_008,Red flag,3,1,255,2,runtime,runtime_overlay,538,549
0,0,4,0,0,0,0,3,0,big_stone,20p,sav_009,Big Stone 1,40,0,1,1,static,world_decor,661,443
0,0,0,0,0,0,0,0,0,big_stone,20p,sav_009,Big Stone 1,140,0,1,2,static,world_decor,454,565
0,0,1,0,0,0,0,0,0,big_stone,20p,sav_009,Big Stone 1,67,0,1,3,static,world_decor,199,573
0,0,3,0,0,0,0,0,0,big_stone,20p,sav_009,Big Stone 1,63,0,1,4,static,world_decor,91,197
0,0,2,1,0,1,0,2,1,big_stone,20p,sav_009,Big Stone 1,11,0,1,5,static,world_decor,100,482
0,0,2,0,0,0,0,1,1,big_stone,20p,sav_009,Big Stone 1,28,0,1,6,static,world_decor,593,301
0,0,1,0,0,0,0,0,0,big_stone,20p,sav_009,Big Stone 1,95,0,1,7,static,world_decor,233,309
0,0,0,0,0,0,0,0,0,big_stone,20p,sav_009,Big Stone 1,105,0,1,8,static,world_decor,365,82
0,0,0,0,0,0,0,0,0,big_stone,20p,sav_009,Big Stone 1,120,0,1,9,static,world_decor,443,120
0,0,1,0,0,0,0,0,0,big_stone,20p,sav_009,Big Stone 1,64,0,1,10,static,world_decor,387,461
0,0,3,0,0,1,0,2,1,big_stone,20p,sav_009,Big Stone 1,17,0,1,11,static,world_decor,124,106
0,0,0,0,0,0,0,0,0,big_stone,20p,sav_009,Big Stone 1,149,0,1,12,static,world_decor,404,682
0,0,1,0,0,0,0,0,0,big_stone,20p,sav_009,Big Stone 1,69,0,1,13,static,world_decor,363,275
0,0,1,0,0,1,0,1,1,big_stone,20p,sav_009,Big Stone 1,25,0,1,14,static,world_decor,247,178
0,0,1,0,0,0,0,0,0,big_stone,20p,sav_009,Big Stone 1,63,0,1,15,static,world_decor,622,239
0,0,1,0,0,0,0,0,0,big_stone,20p,sav_009,Big Stone 1,88,0,1,16,static,world_decor,135,396
0,0,0,0,0,0,0,0,0,big_stone,20p,sav_009,Big Stone 1,125,0,1,17,static,world_decor,600,693
0,0,0,0,0,0,0,0,0,big_stone,20p,sav_009,Big Stone 1,187,0,1,18,static,world_decor,282,490
0,0,4,0,0,0,0,1,0,big_stone,20p,sav_009,Big Stone 1,43,0,1,19,static,world_decor,644,538
0,0,1,0,0,0,0,0,0,big_stone,20p,sav_009,Big Stone 1,60,0,1,20,static,world_decor,422,372
0,0,2,0,0,1,0,1,1,big_stone,20p,sav_009,Big Stone 2,21,0,2,1,static,world_decor,661,443
0,0,1,0,0,0,0,1,0,big_stone,20p,sav_009,Big Stone 2,48,0,2,2,static,world_decor,454,565
0,0,1,0,0,0,0,1,1,big_stone,20p,sav_009,Big Stone 2,30,0,2,3,static,world_decor,199,573
0,0,0,0,0,0,0,0,0,big_stone,20p,sav_009,Big Stone 2,108,0,2,4,static,world_decor,91,197
0,0,0,0,0,0,0,0,0,big_stone,20p,sav_009,Big Stone 2,103,0,2,5,static,world_decor,100,482
0,0,2,0,0,0,0,1,0,big_stone,20p,sav_009,Big Stone 2,37,0,2,6,static,world_decor,593,301
0,0,2,0,0,1,0,1,1,big_stone,20p,sav_009,Big Stone 2,18,0,2,7,static,world_decor,233,309
0,0,0,0,0,0,0,0,0,big_stone,20p,sav_009,Big Stone 2,142,0,2,8,static,world_decor,365,82
0,0,1,0,0,0,0,0,0,big_stone,20p,sav_009,Big Stone 2,85,0,2,9,static,world_decor,443,120
0,0,0,0,0,0,0,0,0,big_stone,20p,sav_009,Big Stone 2,130,0,2,10,static,world_decor,387,461
0,0,2,0,0,0,0,0,0,big_stone,20p,sav_009,Big Stone 2,62,0,2,11,static,world_decor,124,106
0,0,1,0,0,0,0,0,0,big_stone,20p,sav_009,Big Stone 2,72,0,2,12,static,world_decor,404,682
0,0,0,0,0,0,0,0,0,big_stone,20p,sav_009,Big Stone 2,133,0,2,13,static,world_decor,363,275
0,0,0,0,0,0,0,0,0,big_stone,20p,sav_009,Big Stone 2,103,0,2,14,static,world_decor,247,178
0,0,4,0,0,1,0,1,1,big_stone,20p,sav_009,Big Stone 2,23,0,2,15,static,world_decor,622,239
0,0,3,0,0,0,0,0,0,big_stone,20p,sav_009,Big Stone 2,59,0,2,16,static,world_decor,135,396
0,0,1,0,0,0,0,1,1,big_stone,20p,sav_009,Big Stone 2,28,0,2,17,static,world_decor,600,693
0,1,1,1,0,1,0,1,1,big_stone,20p,sav_009,Big Stone 2,9,0,2,18,static,world_decor,282,490
0,1,2,1,0,1,0,1,1,big_stone,20p,sav_009,Big Stone 2,9,0,2,19,static,world_decor,644,538
0,0,2,0,0,0,0,1,0,big_stone,20p,sav_009,Big Stone 2,48,0,2,20,static,world_decor,422,372
0,0,4,0,0,0,0,2,1,big_stone,20p,sav_009,Big Stone 3,30,0,3,1,static,world_decor,661,443
0,0,2,0,0,0,0,0,0,big_stone,20p,sav_009,Big Stone 3,75,0,3,2,static,world_decor,454,565
0,0,2,0,0,0,0,0,0,big_stone,20p,sav_009,Big Stone 3,53,0,3,3,static,world_decor,199,573
0,0,2,0,0,1,0,1,1,big_stone,20p,sav_009,Big Stone 3,24,0,3,4,static,world_decor,91,197
0,0,2,0,0,0,0,0,0,big_stone,20p,sav_009,Big Stone 3,52,0,3,5,static,world_decor,100,482
0,0,2,0,0,0,0,1,0,big_stone,20p,sav_009,Big Stone 3,50,0,3,6,static,world_decor,593,301
0,0,0,0,0,0,0,0,0,big_stone,20p,sav_009,Big Stone 3,143,0,3,7,static,world_decor,233,309
0,0,0,0,0,0,0,0,0,big_stone,20p,sav_009,Big Stone 3,129,0,3,8,static,world_decor,365,82
0,0,0,0,0,0,0,0,0,big_stone,20p,sav_009,Big Stone 3,118,0,3,9,static,world_decor,443,120
0,0,2,0,0,1,0,1,1,big_stone,20p,sav_009,Big Stone 3,20,0,3,10,static,world_decor,387,461
0,0,3,0,0,0,0,3,0,big_stone,20p,sav_009,Big Stone 3,48,0,3,11,static,world_decor,124,106
0,0,3,0,0,0,0,0,0,big_stone,20p,sav_009,Big Stone 3,54,0,3,12,static,world_decor,404,682
0,0,2,0,0,0,0,1,0,big_stone,20p,sav_009,Big Stone 3,44,0,3,13,static,world_decor,363,275
0,0,2,0,0,0,0,0,0,big_stone,20p,sav_009,Big Stone 3,73,0,3,14,static,world_decor,247,178
0,0,2,0,0,0,0,0,0,big_stone,20p,sav_009,Big Stone 3,60,0,3,15,static,world_decor,622,239
0,0,3,0,0,0,0,2,1,big_stone,20p,sav_009,Big Stone 3,32,0,3,16,static,world_decor,135,396
0,0,3,0,0,1,0,2,1,big_stone,20p,sav_009,Big Stone 3,25,0,3,17,static,world_decor,600,693
0,0,1,0,0,0,0,0,0,big_stone,20p,sav_009,Big Stone 3,68,0,3,18,static,world_decor,282,490
0,0,1,0,0,0,0,0,0,big_stone,20p,sav_009,Big Stone 3,60,0,3,19,static,world_decor,644,538
0,0,1,0,0,0,0,0,0,big_stone,20p,sav_009,Big Stone 3,58,0,3,20,static,world_decor,422,372
0,0,2,0,0,0,0,1,0,big_stone,20p,sav_009,Big Stone 4,50,0,4,1,static,world_decor,661,443
0,0,1,0,0,0,0,1,0,big_stone,20p,sav_009,Big Stone 4,39,0,4,2,static,world_decor,454,565
0,1,4,1,0,1,0,1,1,big_stone,20p,sav_009,Big Stone 4,9,0,4,3,static,world_decor,199,573
0,0,2,0,0,0,0,1,0,big_stone,20p,sav_009,Big Stone 4,42,0,4,4,static,world_decor,91,197
0,1,2,1,0,1,1,1,1,big_stone,20p,sav_009,Big Stone 4,5,0,4,5,static,world_decor,100,482
0,0,2,0,0,1,0,2,1,big_stone,20p,sav_009,Big Stone 4,21,0,4,6,static,world_decor,593,301
0,0,1,0,0,0,0,0,0,big_stone,20p,sav_009,Big Stone 4,72,0,4,7,static,world_decor,233,309
0,0,1,0,0,0,0,0,0,big_stone,20p,sav_009,Big Stone 4,51,0,4,8,static,world_decor,365,82
0,0,1,0,0,0,0,0,0,big_stone,20p,sav_009,Big Stone 4,89,0,4,9,static,world_decor,443,120
0,0,1,0,0,0,0,0,0,big_stone,20p,sav_009,Big Stone 4,65,0,4,10,static,world_decor,387,461
0,0,2,0,0,0,0,0,0,big_stone,20p,sav_009,Big Stone 4,70,0,4,11,static,world_decor,124,106
0,0,2,0,0,0,0,2,0,big_stone,20p,sav_009,Big Stone 4,42,0,4,12,static,world_decor,404,682
0,0,2,1,0,2,0,2,2,big_stone,20p,sav_009,Big Stone 4,13,0,4,13,static,world_decor,363,275
0,0,3,0,0,0,0,0,0,big_stone,20p,sav_009,Big Stone 4,82,0,4,14,static,world_decor,247,178
0,0,4,0,0,0,0,0,0,big_stone,20p,sav_009,Big Stone 4,77,0,4,15,static,world_decor,622,239
0,0,0,0,0,0,0,0,0,big_stone,20p,sav_009,Big Stone 4,125,0,4,16,static,world_decor,135,396
0,0,0,0,0,0,0,0,0,big_stone,20p,sav_009,Big Stone 4,154,0,4,17,static,world_decor,600,693
0,0,3,1,0,1,0,2,1,big_stone,20p,sav_009,Big Stone 4,12,0,4,18,static,world_decor,282,490
0,0,2,0,0,0,0,0,0,big_stone,20p,sav_009,Big Stone 4,95,0,4,19,static,world_decor,644,538
0,0,0,0,0,0,0,0,0,big_stone,20p,sav_009,Big Stone 4,104,0,4,20,static,world_decor,422,372
0,0,2,0,0,0,0,0,0,big_stone,20p,sav_009,Big Stone 5,79,0,5,1,static,world_decor,661,443
0,0,4,0,0,0,0,0,0,big_stone,20p,sav_009,Big Stone 5,78,0,5,2,static,world_decor,454,565
0,0,1,0,0,0,0,0,0,big_stone,20p,sav_009,Big Stone 5,53,0,5,3,static,world_decor,199,573
0,0,1,0,0,0,0,0,0,big_stone,20p,sav_009,Big Stone 5,92,0,5,4,static,world_decor,91,197
0,0,0,0,0,0,0,0,0,big_stone,20p,sav_009,Big Stone 5,144,0,5,5,static,world_decor,100,482
0,0,1,0,0,0,0,0,0,big_stone,20p,sav_009,Big Stone 5,84,0,5,6,static,world_decor,593,301
0,0,1,0,0,0,0,1,1,big_stone,20p,sav_009,Big Stone 5,31,0,5,7,static,world_decor,233,309
0,0,0,0,0,0,0,0,0,big_stone,20p,sav_009,Big Stone 5,126,0,5,8,static,world_decor,365,82
0,0,0,0,0,0,0,0,0,big_stone,20p,sav_009,Big Stone 5,107,0,5,9,static,world_decor,443,120
0,0,3,0,0,0,0,1,1,big_stone,20p,sav_009,Big Stone 5,35,0,5,10,static,world_decor,387,461
0,0,3,0,0,0,0,1,0,big_stone,20p,sav_009,Big Stone 5,42,0,5,11,static,world_decor,124,106
0,0,2,0,0,0,0,0,0,big_stone,20p,sav_009,Big Stone 5,61,0,5,12,static,world_decor,404,682
0,0,3,0,0,1,0,1,1,big_stone,20p,sav_009,Big Stone 5,24,0,5,13,static,world_decor,363,275
0,0,4,0,0,0,0,1,1,big_stone,20p,sav_009,Big Stone 5,32,0,5,14,static,world_decor,247,178
0,0,1,0,0,0,0,0,0,big_stone,20p,sav_009,Big Stone 5,87,0,5,15,static,world_decor,622,239
0,0,0,0,0,0,0,0,0,big_stone,20p,sav_009,Big Stone 5,169,0,5,16,static,world_decor,135,396
0,0,3,0,0,0,0,1,1,big_stone,20p,sav_009,Big Stone 5,26,0,5,17,static,world_decor,600,693
0,0,3,0,0,0,0,2,0,big_stone,20p,sav_009,Big Stone 5,46,0,5,18,static,world_decor,282,490
0,0,3,0,0,0,0,0,0,big_stone,20p,sav_009,Big Stone 5,72,0,5,19,static,world_decor,644,538
0,0,2,0,0,0,0,1,0,big_stone,20p,sav_009,Big Stone 5,46,0,5,20,static,world_decor,422,372
0,0,10,0,0,1,0,2,1,big_stone,20p,sav_009,Big Stone 6,21,0,6,1,static,world_decor,661,443
0,0,1,0,0,0,0,0,0,big_stone,20p,sav_009,Big Stone 6,90,0,6,2,static,world_decor,454,565
0,0,0,0,0,0,0,0,0,big_stone,20p,sav_009,Big Stone 6,126,0,6,3,static,world_decor,199,573
0,0,1,0,0,0,0,0,0,big_stone,20p,sav_009,Big Stone 6,79,0,6,4,static,world_decor,91,197
