byte9_nonzero,byte9_zero,cells,coords_count,family,group,map_id,name,object_id,pct_map,representation,role,terrain_counts
0,31,31,31,small_flower,2p,sav_004,Small Flower 3,52,0.005256,runtime,world_decor,"{""16"": 31}"
0,26,26,26,small_bush,2p,sav_004,Small Bush 1,53,0.004408,runtime,world_decor,"{""16"": 26}"
1,22,23,23,small_bush,2p,sav_004,Small Bush 2,54,0.003899,runtime,world_decor,"{""16"": 23}"
0,26,26,26,small_bush,2p,sav_004,Small Bush 3,55,0.004408,runtime,world_decor,"{""16"": 26}"
0,27,27,27,small_bush,2p,sav_004,Small Bush 4,56,0.004578,runtime,world_decor,"{""16"": 27}"
0,29,29,29,bush,2p,sav_004,Bush 1,57,0.004917,runtime,world_decor,"{""16"": 29}"
0,30,30,30,bush,2p,sav_004,Bush 2,58,0.005086,runtime,world_decor,"{""16"": 30}"
0,24,24,24,bush,2p,sav_004,Bush 3,59,0.004069,runtime,world_decor,"{""16"": 24}"
1,21,22,22,bush,2p,sav_004,Bush 4,60,0.00373,runtime,world_decor,"{""16"": 22}"
1,29,30,30,bush,2p,sav_004,Bush 5,61,0.005086,runtime,world_decor,"{""16"": 30}"
0,1,1,1,reed,2p,sav_004,Reed 3,64,0.00017,runtime,world_decor,"{""80"": 1}"
0,1,1,1,reed,2p,sav_004,Reed 4,65,0.00017,runtime,world_decor,"{""80"": 1}"
1,197,198,198,adult_tree,2p,sav_004,Birch 1,68,0.033569,runtime,world_decor,"{""16"": 198}"
0,187,187,187,adult_tree,2p,sav_004,Birch 2,69,0.031704,runtime,world_decor,"{""16"": 187}"
4,200,204,204,adult_tree,2p,sav_004,Elm 1,70,0.034587,runtime,world_decor,"{""16"": 204}"
3,208,211,211,adult_tree,2p,sav_004,Elm 2,71,0.035773,runtime,world_decor,"{""16"": 211}"
1,205,206,206,adult_tree,2p,sav_004,Oak,72,0.034926,runtime,world_decor,"{""16"": 206}"
0,231,231,231,adult_tree,2p,sav_004,Adult Tree 6,73,0.039164,runtime,world_decor,"{""16"": 231}"
0,201,201,201,adult_tree,2p,sav_004,Adult Tree 7,74,0.034078,runtime,world_decor,"{""16"": 201}"
2,211,213,213,adult_tree,2p,sav_004,Adult Tree 8,75,0.036112,runtime,world_decor,"{""16"": 213}"
3,183,186,186,adult_tree,2p,sav_004,Adult Tree 9,76,0.031535,runtime,world_decor,"{""16"": 186}"
4,204,208,208,adult_tree,2p,sav_004,Adult Tree 10,77,0.035265,runtime,world_decor,"{""16"": 208}"
0,8,8,8,palm,2p,sav_004,Palm 1,78,0.001356,runtime,world_decor,"{""64"": 8}"
0,4,4,4,palm,2p,sav_004,Palm 2,79,0.000678,runtime,world_decor,"{""64"": 4}"
2,330,332,332,adult_tree,2p,sav_004,Adult Tree 13,80,0.056288,runtime,world_decor,"{""16"": 332}"
5,345,350,350,adult_tree,2p,sav_004,Adult Tree 14,81,0.05934,runtime,world_decor,"{""16"": 350}"
0,3,3,3,reef,2p,sav_004,Reef 2,112,0.000509,runtime,world_decor,"{""16"": 3}"
0,18,18,18,reef,2p,sav_004,Reef 3,113,0.003052,runtime,world_decor,"{""16"": 18}"
4,106,110,110,building_stone,2p,sav_004,Building Stone 1,115,0.01865,runtime,world_decor,"{""16"": 110}"
2,119,121,121,building_stone,2p,sav_004,Building Stone 2,116,0.020515,runtime,world_decor,"{""16"": 121}"
4,109,113,113,building_stone,2p,sav_004,Building Stone 3,117,0.019158,runtime,world_decor,"{""16"": 113}"
2,132,134,134,building_stone,2p,sav_004,Building Stone 4,118,0.022719,runtime,world_decor,"{""16"": 134}"
3,103,106,106,building_stone,2p,sav_004,Building Stone 5,119,0.017971,runtime,world_decor,"{""16"": 106}"
2,121,123,123,building_stone,2p,sav_004,Building Stone 6,120,0.020854,runtime,world_decor,"{""16"": 123}"
1,135,136,136,building_stone,2p,sav_004,Building Stone 7,121,0.023058,runtime,world_decor,"{""16"": 136}"
3,127,130,130,building_stone,2p,sav_004,Building Stone 8,122,0.02204,runtime,world_decor,"{""16"": 130}"
2,128,130,130,building_stone,2p,sav_004,Building Stone 9,123,0.02204,runtime,world_decor,"{""16"": 130}"
2,136,138,138,building_stone,2p,sav_004,Building Stone 10,124,0.023397,runtime,world_decor,"{""16"": 138}"
2,141,143,143,building_stone,2p,sav_004,Building Stone 11,125,0.024245,runtime,world_decor,"{""16"": 143}"
3,112,115,115,building_stone,2p,sav_004,Building Stone 12,126,0.019497,runtime,world_decor,"{""16"": 115}"
0,16,16,16,building_stone,2p,sav_004,Building Stone 13,127,0.002713,runtime,world_decor,"{""16"": 16}"
2,0,2,2,territory_marker,2p,sav_004,Red flag,255,0.000339,runtime,runtime_overlay,"{""28"": 2}"
0,33,33,33,big_stone,2p,sav_005,Big Stone 1,1,0.005595,static,world_decor,"{""16"": 33}"
2,32,34,34,big_stone,2p,sav_005,Big Stone 2,2,0.005764,static,world_decor,"{""16"": 34}"
1,23,24,24,big_stone,2p,sav_005,Big Stone 3,3,0.004069,static,world_decor,"{""16"": 24}"
0,36,36,36,big_stone,2p,sav_005,Big Stone 4,4,0.006104,static,world_decor,"{""16"": 36}"
0,30,30,30,big_stone,2p,sav_005,Big Stone 5,5,0.005086,static,world_decor,"{""16"": 30}"
0,43,43,43,big_stone,2p,sav_005,Big Stone 6,6,0.00729,static,world_decor,"{""16"": 43}"
0,32,32,32,big_stone,2p,sav_005,Big Stone 7,7,0.005425,static,world_decor,"{""16"": 32}"
1,22,23,23,big_stone,2p,sav_005,Big Stone 8,8,0.003899,static,world_decor,"{""16"": 23}"
0,37,37,37,decorative_stone,2p,sav_005,Decorative Stone 1,9,0.006273,static,world_decor,"{""16"": 37}"
0,30,30,30,decorative_stone,2p,sav_005,Decorative Stone 2,10,0.005086,static,world_decor,"{""16"": 30}"
0,35,35,35,decorative_stone,2p,sav_005,Decorative Stone 3,11,0.005934,static,world_decor,"{""16"": 35}"
1,28,29,29,decorative_stone,2p,sav_005,Decorative Stone 4,12,0.004917,static,world_decor,"{""16"": 29}"
1,43,44,44,border_stone,2p,sav_005,Border Stone 1,13,0.00746,static,world_decor,"{""16"": 44}"
0,30,30,30,border_stone,2p,sav_005,Border Stone 2,14,0.005086,static,world_decor,"{""16"": 30}"
1,25,26,26,border_stone,2p,sav_005,Border Stone 3,15,0.004408,static,world_decor,"{""16"": 26}"
0,34,34,34,border_stone,2p,sav_005,Border Stone 4,16,0.005764,static,world_decor,"{""16"": 34}"
0,33,33,33,border_stone,2p,sav_005,Border Stone 5,17,0.005595,static,world_decor,"{""16"": 33}"
0,30,30,30,border_stone,2p,sav_005,Border Stone 6,18,0.005086,static,world_decor,"{""16"": 30}"
0,30,30,30,border_stone,2p,sav_005,Border Stone 7,19,0.005086,static,world_decor,"{""16"": 30}"
1,28,29,29,border_stone,2p,sav_005,Border Stone 8,20,0.004917,static,world_decor,"{""16"": 29}"
0,26,26,26,small_stone,2p,sav_005,Small Stone 1,21,0.004408,static,world_decor,"{""16"": 26}"
0,26,26,26,small_stone,2p,sav_005,Small Stone 2,22,0.004408,static,world_decor,"{""16"": 26}"
0,32,32,32,small_stone,2p,sav_005,Small Stone 3,23,0.005425,static,world_decor,"{""16"": 32}"
0,29,29,29,small_stone,2p,sav_005,Small Stone 4,24,0.004917,static,world_decor,"{""16"": 29}"
0,30,30,30,small_stone,2p,sav_005,Small Stone 5,25,0.005086,static,world_decor,"{""16"": 30}"
0,29,29,29,small_stone,2p,sav_005,Small Stone 6,26,0.004917,static,world_decor,"{""16"": 29}"
0,26,26,26,small_stone,2p,sav_005,Small Stone 7,27,0.004408,static,world_decor,"{""16"": 26}"
1,30,31,31,small_stone,2p,sav_005,Small Stone 8,28,0.005256,static,world_decor,"{""16"": 31}"
0,1,1,1,wreck,2p,sav_005,Wreck 1,29,0.00017,static,world_decor,"{""48"": 1}"
0,2,2,2,wreck,2p,sav_005,Wreck 3,31,0.000339,static,world_decor,"{""48"": 2}"
1,4,5,5,wreck,2p,sav_005,Wreck 4,32,0.000848,static,world_decor,"{""48"": 5}"
0,1,1,1,wreck,2p,sav_005,Wreck 5,33,0.00017,static,world_decor,"{""48"": 1}"
0,30,30,30,grave,2p,sav_005,Grave,34,0.005086,static,world_decor,"{""16"": 30}"
1,20,21,21,small_plant,2p,sav_005,Small Plant 1,35,0.00356,static,world_decor,"{""16"": 21}"
0,34,34,34,small_plant,2p,sav_005,Small Plant 2,36,0.005764,static,world_decor,"{""16"": 34}"
0,26,26,26,small_plant,2p,sav_005,Small Plant 3,37,0.004408,static,world_decor,"{""16"": 26}"
0,32,32,32,toadstool,2p,sav_005,Toadstool 1,38,0.005425,static,world_decor,"{""16"": 32}"
2,30,32,32,toadstool,2p,sav_005,Toadstool 2,39,0.005425,static,world_decor,"{""16"": 32}"
0,25,25,25,toadstool,2p,sav_005,Toadstool 3,40,0.004239,static,world_decor,"{""16"": 25}"
1,31,32,32,stump,2p,sav_005,Tree Stump 1,41,0.005425,static,world_decor,"{""16"": 32}"
0,35,35,35,stump,2p,sav_005,Tree Stump 2,42,0.005934,static,world_decor,"{""16"": 35}"
0,1,1,1,dead_tree,2p,sav_005,Dead Tree 1,43,0.00017,static,world_decor,"{""64"": 1}"
0,1,1,1,dead_tree,2p,sav_005,Dead Tree 2,44,0.00017,static,world_decor,"{""64"": 1}"
0,6,6,6,cactus,2p,sav_005,Cactus 1,45,0.001017,static,world_decor,"{""64"": 6}"
0,6,6,6,cactus,2p,sav_005,Cactus 2,46,0.001017,static,world_decor,"{""64"": 6}"
0,9,9,9,cactus,2p,sav_005,Cactus 3,47,0.001526,static,world_decor,"{""64"": 9}"
0,14,14,14,cactus,2p,sav_005,Cactus 4,48,0.002374,static,world_decor,"{""64"": 14}"
0,4,4,4,skeleton,2p,sav_005,Skeleton,49,0.000678,static,world_decor,"{""64"": 4}"
0,30,30,30,small_flower,2p,sav_005,Small Flower 1,50,0.005086,static,world_decor,"{""16"": 30}"
0,31,31,31,small_flower,2p,sav_005,Small Flower 2,51,0.005256,static,world_decor,"{""16"": 31}"
1,24,25,25,small_flower,2p,sav_005,Small Flower 3,52,0.004239,static,world_decor,"{""16"": 25}"
0,26,26,26,small_bush,2p,sav_005,Small Bush 1,53,0.004408,static,world_decor,"{""16"": 26}"
0,32,32,32,small_bush,2p,sav_005,Small Bush 2,54,0.005425,static,world_decor,"{""16"": 32}"
0,30,30,30,small_bush,2p,sav_005,Small Bush 3,55,0.005086,static,world_decor,"{""16"": 30}"
1,19,20,20,small_bush,2p,sav_005,Small Bush 4,56,0.003391,static,world_decor,"{""16"": 20}"
1,26,27,27,bush,2p,sav_005,Bush 1,57,0.004578,static,world_decor,"{""16"": 27}"
1,26,27,27,bush,2p,sav_005,Bush 2,58,0.004578,static,world_decor,"{""16"": 27}"
0,26,26,26,bush,2p,sav_005,Bush 3,59,0.004408,static,world_decor,"{""16"": 26}"
1,31,32,32,bush,2p,sav_005,Bush 4,60,0.005425,static,world_decor,"{""16"": 32}"
2,26,28,28,bush,2p,sav_005,Bush 5,61,0.004747,static,world_decor,"{""16"": 28}"
0,1,1,1,reed,2p,sav_005,Reed 1,62,0.00017,static,world_decor,"{""80"": 1}"
4,181,185,185,adult_tree,2p,sav_005,Birch 1,68,0.031365,static,world_decor,"{""16"": 185}"
3,205,208,208,adult_tree,2p,sav_005,Birch 2,69,0.035265,static,world_decor,"{""16"": 208}"
1,196,197,197,adult_tree,2p,sav_005,Elm 1,70,0.0334,static,world_decor,"{""16"": 197}"
3,173,176,176,adult_tree,2p,sav_005,Elm 2,71,0.029839,static,world_decor,"{""16"": 176}"
2,191,193,193,adult_tree,2p,sav_005,Oak,72,0.032722,static,world_decor,"{""16"": 193}"
0,205,205,205,adult_tree,2p,sav_005,Adult Tree 6,73,0.034756,static,world_decor,"{""16"": 205}"
6,217,223,223,adult_tree,2p,sav_005,Adult Tree 7,74,0.037808,static,world_decor,"{""16"": 223}"
6,210,216,216,adult_tree,2p,sav_005,Adult Tree 8,75,0.036621,static,world_decor,"{""16"": 216}"
0,193,193,193,adult_tree,2p,sav_005,Adult Tree 9,76,0.032722,static,world_decor,"{""16"": 193}"
0,166,166,166,adult_tree,2p,sav_005,Adult Tree 10,77,0.028144,static,world_decor,"{""16"": 166}"
0,12,12,12,palm,2p,sav_005,Palm 1,78,0.002035,static,world_decor,"{""64"": 12}"
0,15,15,15,palm,2p,sav_005,Palm 2,79,0.002543,static,world_decor,"{""64"": 15}"
3,355,358,358,adult_tree,2p,sav_005,Adult Tree 13,80,0.060696,static,world_decor,"{""16"": 358}"
4,382,386,386,adult_tree,2p,sav_005,Adult Tree 14,81,0.065443,static,world_decor,"{""16"": 386}"
3,138,141,141,building_stone,2p,sav_005,Building Stone 1,115,0.023905,static,world_decor,"{""16"": 141}"
0,129,129,129,building_stone,2p,sav_005,Building Stone 2,116,0.021871,static,world_decor,"{""16"": 129}"
4,104,108,108,building_stone,2p,sav_005,Building Stone 3,117,0.018311,static,world_decor,"{""16"": 108}"
1,100,101,101,building_stone,2p,sav_005,Building Stone 4,118,0.017124,static,world_decor,"{""16"": 101}"
0,117,117,117,building_stone,2p,sav_005,Building Stone 5,119,0.019836,static,world_decor,"{""16"": 117}"
1,104,105,105,building_stone,2p,sav_005,Building Stone 6,120,0.017802,static,world_decor,"{""16"": 105}"
0,134,134,134,building_stone,2p,sav_005,Building Stone 7,121,0.022719,static,world_decor,"{""16"": 134}"
1,102,103,103,building_stone,2p,sav_005,Building Stone 8,122,0.017463,static,world_decor,"{""16"": 103}"
2,124,126,126,building_stone,2p,sav_005,Building Stone 9,123,0.021362,static,world_decor,"{""16"": 126}"
3,116,119,119,building_stone,2p,sav_005,Building Stone 10,124,0.020176,static,world_decor,"{""16"": 119}"
1,121,122,122,building_stone,2p,sav_005,Building Stone 11,125,0.020684,static,world_decor,"{""16"": 122}"
2,132,134,134,building_stone,2p,sav_005,Building Stone 12,126,0.022719,static,world_decor,"{""16"": 134}"
0,18,18,18,building_stone,2p,sav_005,Building Stone 13,127,0.003052,static,world_decor,"{""16"": 18}"
0,33,33,33,big_stone,2p,sav_005,Big Stone 1,1,0.005595,runtime,world_decor,"{""16"": 33}"
2,32,34,34,big_stone,2p,sav_005,Big Stone 2,2,0.005764,runtime,world_decor,"{""16"": 34}"
1,23,24,24,big_stone,2p,sav_005,Big Stone 3,3,0.004069,runtime,world_decor,"{""16"": 24}"
0,36,36,36,big_stone,2p,sav_005,Big Stone 4,4,0.006104,runtime,world_decor,"{""16"": 36}"
0,30,30,30,big_stone,2p,sav_005,Big Stone 5,5,0.005086,runtime,world_decor,"{""16"": 30}"
0,43,43,43,big_stone,2p,sav_005,Big Stone 6,6,0.00729,runtime,world_decor,"{""16"": 43}"
0,32,32,32,big_stone,2p,sav_005,Big Stone 7,7,0.005425,runtime,world_decor,"{""16"": 32}"
1,22,23,23,big_stone,2p,sav_005,Big Stone 8,8,0.003899,runtime,world_decor,"{""16"": 23}"
0,37,37,37,decorative_stone,2p,sav_005,Decorative Stone 1,9,0.006273,runtime,world_decor,"{""16"": 37}"
0,30,30,30,decorative_stone,2p,sav_005,Decorative Stone 2,10,0.005086,runtime,world_decor,"{""16"": 30}"
0,35,35,35,decorative_stone,2p,sav_005,Decorative Stone 3,11,0.005934,runtime,world_decor,"{""16"": 35}"
1,28,29,29,decorative_stone,2p,sav_005,Decorative Stone 4,12,0.004917,runtime,world_decor,"{""16"": 29}"
1,43,44,44,border_stone,2p,sav_005,Border Stone 1,13,0.00746,runtime,world_decor,"{""16"": 44}"
0,30,30,30,border_stone,2p,sav_005,Border Stone 2,14,0.005086,runtime,world_decor,"{""16"": 30}"
1,25,26,26,border_stone,2p,sav_005,Border Stone 3,15,0.004408,runtime,world_decor,"{""16"": 26}"
0,34,34,34,border_stone,2p,sav_005,Border Stone 4,16,0.005764,runtime,world_decor,"{""16"": 34}"
0,33,33,33,border_stone,2p,sav_005,Border Stone 5,17,0.005595,runtime,world_decor,"{""16"": 33}"
0,30,30,30,border_stone,2p,sav_005,Border Stone 6,18,0.005086,runtime,world_decor,"{""16"": 30}"
0,30,30,30,border_stone,2p,sav_005,Border Stone 7,19,0.005086,runtime,world_decor,"{""16"": 30}"
1,28,29,29,border_stone,2p,sav_005,Border Stone 8,20,0.004917,runtime,world_decor,"{""16"": 29}"
0,26,26,26,small_stone,2p,sav_005,Small Stone 1,21,0.004408,runtime,world_decor,"{""16"": 26}"
0,26,26,26,small_stone,2p,sav_005,Small Stone 2,22,0.004408,runtime,world_decor,"{""16"": 26}"
0,32,32,32,small_stone,2p,sav_005,Small Stone 3,23,0.005425,runtime,world_decor,"{""16"": 32}"
0,29,29,29,small_stone,2p,sav_005,Small Stone 4,24,0.004917,runtime,world_decor,"{""16"": 29}"
0,30,30,30,small_stone,2p,sav_005,Small Stone 5,25,0.005086,runtime,world_decor,"{""16"": 30}"
0,29,29,29,small_stone,2p,sav_005,Small Stone 6,26,0.004917,runtime,world_decor,"{""16"": 29}"
0,26,26,26,small_stone,2p,sav_005,Small Stone 7,27,0.004408,runtime,world_decor,"{""16"": 26}"
1,30,31,31,small_stone,2p,sav_005,Small Stone 8,28,0.005256,runtime,world_decor,"{""16"": 31}"
0,1,1,1,wreck,2p,sav_005,Wreck 1,29,0.00017,runtime,world_decor,"{""48"": 1}"
0,2,2,2,wreck,2p,sav_005,Wreck 3,31,0.000339,runtime,world_decor,"{""48"": 2}"
1,4,5,5,wreck,2p,sav_005,Wreck 4,32,0.000848,runtime,world_decor,"{""48"": 5}"
0,1,1,1,wreck,2p,sav_005,Wreck 5,33,0.00017,runtime,world_decor,"{""48"": 1}"
0,30,30,30,grave,2p,sav_005,Grave,34,0.005086,runtime,world_decor,"{""16"": 30}"
1,20,21,21,small_plant,2p,sav_005,Small Plant 1,35,0.00356,runtime,world_decor,"{""16"": 21}"
0,34,34,34,small_plant,2p,sav_005,Small Plant 2,36,0.005764,runtime,world_decor,"{""16"": 34}"
0,26,26,26,small_plant,2p,sav_005,Small Plant 3,37,0.004408,runtime,world_decor,"{""16"": 26}"
0,32,32,32,toadstool,2p,sav_005,Toadstool 1,38,0.005425,runtime,world_decor,"{""16"": 32}"
2,30,32,32,toadstool,2p,sav_005,Toadstool 2,39,0.005425,runtime,world_decor,"{""16"": 32}"
0,25,25,25,toadstool,2p,sav_005,Toadstool 3,40,0.004239,runtime,world_decor,"{""16"": 25}"
1,31,32,32,stump,2p,sav_005,Tree Stump 1,41,0.005425,runtime,world_decor,"{""16"": 32}"
0,35,35,35,stump,2p,sav_005,Tree Stump 2,42,0.005934,runtime,world_decor,"{""16"": 35}"
0,1,1,1,dead_tree,2p,sav_005,Dead Tree 1,43,0.00017,runtime,world_decor,"{""64"": 1}"
0,1,1,1,dead_tree,2p,sav_005,Dead Tree 2,44,0.00017,runtime,world_decor,"{""64"": 1}"
0,6,6,6,cactus,2p,sav_005,Cactus 1,45,0.001017,runtime,world_decor,"{""64"": 6}"
0,6,6,6,cactus,2p,sav_005,Cactus 2,46,0.001017,runtime,world_decor,"{""64"": 6}"
0,9,9,9,cactus,2p,sav_005,Cactus 3,47,0.001526,runtime,world_decor,"{""64"": 9}"
0,14,14,14,cactus,2p,sav_005,Cactus 4,48,0.002374,runtime,world_decor,"{""64"": 14}"
0,4,4,4,skeleton,2p,sav_005,Skeleton,49,0.000678,runtime,world_decor,"{""64"": 4}"
0,30,30,30,small_flower,2p,sav_005,Small Flower 1,50,0.005086,runtime,world_decor,"{""16"": 30}"
0,31,31,31,small_flower,2p,sav_005,Small Flower 2,51,0.005256,runtime,world_decor,"{""16"": 31}"
1,24,25,25,small_flower,2p,sav_005,Small Flower 3,52,0.004239,runtime,world_decor,"{""16"": 25}"
0,26,26,26,small_bush,2p,sav_005,Small Bush 1,53,0.004408,runtime,world_decor,"{""16"": 26}"
0,32,32,32,small_bush,2p,sav_005,Small Bush 2,54,0.005425,runtime,world_decor,"{""16"": 32}"
0,30,30,30,small_bush,2p,sav_005,Small Bush 3,55,0.005086,runtime,world_decor,"{""16"": 30}"
1,19,20,20,small_bush,2p,sav_005,Small Bush 4,56,0.003391,runtime,world_decor,"{""16"": 20}"
1,26,27,27,bush,2p,sav_005,Bush 1,57,0.004578,runtime,world_decor,"{""16"": 27}"
1,26,27,27,bush,2p,sav_005,Bush 2,58,0.004578,runtime,world_decor,"{""16"": 27}"
0,26,26,26,bush,2p,sav_005,Bush 3,59,0.004408,runtime,world_decor,"{""16"": 26}"
1,31,32,32,bush,2p,sav_005,Bush 4,60,0.005425,runtime,world_decor,"{""16"": 32}"
2,26,28,28,bush,2p,sav_005,Bush 5,61,0.004747,runtime,world_decor,"{""16"": 28}"
0,1,1,1,reed,2p,sav_005,Reed 1,62,0.00017,runtime,world_decor,"{""80"": 1}"
4,181,185,185,adult_tree,2p,sav_005,Birch 1,68,0.031365,runtime,world_decor,"{""16"": 185}"
3,205,208,208,adult_tree,2p,sav_005,Birch 2,69,0.035265,runtime,world_decor,"{""16"": 208}"
1,196,197,197,adult_tree,2p,sav_005,Elm 1,70,0.0334,runtime,world_decor,"{""16"": 197}"
3,173,176,176,adult_tree,2p,sav_005,Elm 2,71,0.029839,runtime,world_decor,"{""16"": 176}"
2,191,193,193,adult_tree,2p,sav_005,Oak,72,0.032722,runtime,world_decor,"{""16"": 193}"
0,205,205,205,adult_tree,2p,sav_005,Adult Tree 6,73,0.034756,runtime,world_decor,"{""16"": 205}"
6,217,223,223,adult_tree,2p,sav_005,Adult Tree 7,74,0.037808,runtime,world_decor,"{""16"": 223}"
6,210,216,216,adult_tree,2p,sav_005,Adult Tree 8,75,0.036621,runtime,world_decor,"{""16"": 216}"
0,193,193,193,adult_tree,2p,sav_005,Adult Tree 9,76,0.032722,runtime,world_decor,"{""16"": 193}"
0,166,166,166,adult_tree,2p,sav_005,Adult Tree 10,77,0.028144,runtime,world_decor,"{""16"": 166}"
0,12,12,12,palm,2p,sav_005,Palm 1,78,0.002035,runtime,world_decor,"{""64"": 12}"
0,15,15,15,palm,2p,sav_005,Palm 2,79,0.002543,runtime,world_decor,"{""64"": 15}"
3,355,358,358,adult_tree,2p,sav_005,Adult Tree 13,80,0.060696,runtime,world_decor,"{""16"": 358}"
4,382,386,386,adult_tree,2p,sav_005,Adult Tree 14,81,0.065443,runtime,world_decor,"{""16"": 386}"
0,1,1,1,reef,2p,sav_005,Reef 2,112,0.00017,runtime,world_decor,"{""16"": 1}"
0,6,6,6,reef,2p,sav_005,Reef 3,113,0.001017,runtime,world_decor,"{""16"": 6}"
3,138,141,141,building_stone,2p,sav_005,Building Stone 1,115,0.023905,runtime,world_decor,"{""16"": 141}"
0,129,129,129,building_stone,2p,sav_005,Building Stone 2,116,0.021871,runtime,world_decor,"{""16"": 129}"
4,104,108,108,building_stone,2p,sav_005,Building Stone 3,117,0.018311,runtime,world_decor,"{""16"": 108}"
1,100,101,101,building_stone,2p,sav_005,Building Stone 4,118,0.017124,runtime,world_decor,"{""16"": 101}"
0,117,117,117,building_stone,2p,sav_005,Building Stone 5,119,0.019836,runtime,world_decor,"{""16"": 117}"
1,104,105,105,building_stone,2p,sav_005,Building Stone 6,120,0.017802,runtime,world_decor,"{""16"": 105}"
0,134,134,134,building_stone,2p,sav_005,Building Stone 7,121,0.022719,runtime,world_decor,"{""16"": 134}"
1,102,103,103,building_stone,2p,sav_005,Building Stone 8,122,0.017463,runtime,world_decor,"{""16"": 103}"
2,124,126,126,building_stone,2p,sav_005,Building Stone 9,123,0.021362,runtime,world_decor,"{""16"": 126}"
3,116,119,119,building_stone,2p,sav_005,Building Stone 10,124,0.020176,runtime,world_decor,"{""16"": 119}"
1,121,122,122,building_stone,2p,sav_005,Building Stone 11,125,0.020684,runtime,world_decor,"{""16"": 122}"
2,132,134,134,building_stone,2p,sav_005,Building Stone 12,126,0.022719,runtime,world_decor,"{""16"": 134}"
0,18,18,18,building_stone,2p,sav_005,Building Stone 13,127,0.003052,runtime,world_decor,"{""16"": 18}"
2,0,2,2,territory_marker,2p,sav_005,Red flag,255,0.000339,runtime,runtime_overlay,"{""28"": 2}"
1,33,34,34,big_stone,2p,sav_006,Big Stone 1,1,0.005764,static,world_decor,"{""16"": 34}"
1,32,33,33,big_stone,2p,sav_006,Big Stone 2,2,0.005595,static,world_decor,"{""16"": 33}"
0,28,28,28,big_stone,2p,sav_006,Big Stone 3,3,0.004747,static,world_decor,"{""16"": 28}"
0,30,30,30,big_stone,2p,sav_006,Big Stone 4,4,0.005086,static,world_decor,"{""16"": 30}"
1,29,30,30,big_stone,2p,sav_006,Big Stone 5,5,0.005086,static,world_decor,"{""16"": 30}"
0,27,27,27,big_stone,2p,sav_006,Big Stone 6,6,0.004578,static,world_decor,"{""16"": 27}"
1,28,29,29,big_stone,2p,sav_006,Big Stone 7,7,0.004917,static,world_decor,"{""16"": 29}"
0,35,35,35,big_stone,2p,sav_006,Big Stone 8,8,0.005934,static,world_decor,"{""16"": 35}"
1,28,29,29,decorative_stone,2p,sav_006,Decorative Stone 1,9,0.004917,static,world_decor,"{""16"": 29}"
2,38,40,40,decorative_stone,2p,sav_006,Decorative Stone 2,10,0.006782,static,world_decor,"{""16"": 40}"
0,31,31,31,decorative_stone,2p,sav_006,Decorative Stone 3,11,0.005256,static,world_decor,"{""16"": 31}"
1,21,22,22,decorative_stone,2p,sav_006,Decorative Stone 4,12,0.00373,static,world_decor,"{""16"": 22}"
0,24,24,24,border_stone,2p,sav_006,Border Stone 1,13,0.004069,static,world_decor,"{""16"": 24}"
0,28,28,28,border_stone,2p,sav_006,Border Stone 2,14,0.004747,static,world_decor,"{""16"": 28}"
3,34,37,37,border_stone,2p,sav_006,Border Stone 3,15,0.006273,static,world_decor,"{""16"": 37}"
1,26,27,27,border_stone,2p,sav_006,Border Stone 4,16,0.004578,static,world_decor,"{""16"": 27}"
0,31,31,31,border_stone,2p,sav_006,Border Stone 5,17,0.005256,static,world_decor,"{""16"": 31}"
0,34,34,34,border_stone,2p,sav_006,Border Stone 6,18,0.005764,static,world_decor,"{""16"": 34}"
1,26,27,27,border_stone,2p,sav_006,Border Stone 7,19,0.004578,static,world_decor,"{""16"": 27}"
0,31,31,31,border_stone,2p,sav_006,Border Stone 8,20,0.005256,static,world_decor,"{""16"": 31}"
0,35,35,35,small_stone,2p,sav_006,Small Stone 1,21,0.005934,static,world_decor,"{""16"": 35}"
0,35,35,35,small_stone,2p,sav_006,Small Stone 2,22,0.005934,static,world_decor,"{""16"": 35}"
0,30,30,30,small_stone,2p,sav_006,Small Stone 3,23,0.005086,static,world_decor,"{""16"": 30}"
0,38,38,38,small_stone,2p,sav_006,Small Stone 4,24,0.006443,static,world_decor,"{""16"": 38}"
0,31,31,31,small_stone,2p,sav_006,Small Stone 5,25,0.005256,static,world_decor,"{""16"": 31}"
1,21,22,22,small_stone,2p,sav_006,Small Stone 6,26,0.00373,static,world_decor,"{""16"": 22}"
0,31,31,31,small_stone,2p,sav_006,Small Stone 7,27,0.005256,static,world_decor,"{""16"": 31}"
1,31,32,32,small_stone,2p,sav_006,Small Stone 8,28,0.005425,static,world_decor,"{""16"": 32}"
0,2,2,2,wreck,2p,sav_006,Wreck 2,30,0.000339,static,world_decor,"{""48"": 2}"
0,1,1,1,wreck,2p,sav_006,Wreck 3,31,0.00017,static,world_decor,"{""48"": 1}"
0,2,2,2,wreck,2p,sav_006,Wreck 4,32,0.000339,static,world_decor,"{""48"": 2}"
0,2,2,2,wreck,2p,sav_006,Wreck 5,33,0.000339,static,world_decor,"{""48"": 2}"
1,24,25,25,grave,2p,sav_006,Grave,34,0.004239,static,world_decor,"{""16"": 25}"
0,20,20,20,small_plant,2p,sav_006,Small Plant 1,35,0.003391,static,world_decor,"{""16"": 20}"
